"MovieTitle","MovieID","MovieURL","ReleaseYear","IMDBRating","NumberOfUsersRated","DurationMins","ReleaseDate","Genre1","Genre2","Genre3","NumIMDBUserReviews","NumIMDBCriticReviews","DirectorName","DirectorID","DirectorURL","Star1Name","Star1ID","Star1URL","Star2Name","Star2ID","Star2URL","Star3Name","Star3ID","Star3URL","BoxOfficeBudget","BoxOfficeBudgetCurr","BoxOfficeOpeningWeekend","BoxOfficeOpeningWeekendCurr","BoxOfficeGross","BoxOfficeGrossCurr","NumberOfOscars"
"Fantastic Four","tt1502712","http://www.imdb.com/title/tt1502712/","2015","4.3","72170","100"," 7 August 2015
(USA)
","Action","Adventure","Sci-Fi","72170","328","Josh Trank",NA,NA,"Miles Teller","nm1886602","/name/nm1886602/","Kate Mara","nm0544718","/name/nm0544718/","Michael B. Jordan","nm0430107","/name/nm0430107/","120000000","USD","25685737","USD","56114221","USD","0"
"The Water Babies","tt0078477","http://www.imdb.com/title/tt0078477/","1978","6.1","845","92"," 1978
(UK)
","Animation","Adventure","Family","845",NA,"Charles Kingsley","/name/nm0733481","/name/nm0733481/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Star Trek: Renegades","tt2621446","http://www.imdb.com/title/tt2621446/",NA,"5.0","2366","88",NA,"Action","Adventure","Sci-Fi","2366",NA,"Gene Roddenberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Vacation","tt1524930","http://www.imdb.com/title/tt1524930/","2015","6.2","32750","99"," 29 July 2015
(USA)
","Adventure","Comedy",NA,"32750","184","John Francis Daley","/name/nm0197855","/name/nm0197855/","Ed Helms","nm1159180","/name/nm1159180/","Christina Applegate","nm0000775","/name/nm0000775/","Skyler Gisondo","nm1711114","/name/nm1711114/","31000000","USD","14681108","USD","58879132","USD","0"
"Mission: Impossible - Rogue Nation","tt2381249","http://www.imdb.com/title/tt2381249/","2015","7.6","150544","131"," 31 July 2015
(USA)
","Action","Adventure","Thriller","150544","416","Christopher McQuarrie",NA,NA,"Tom Cruise","nm0000129","/name/nm0000129/","Rebecca Ferguson","nm0272581","/name/nm0272581/","Jeremy Renner","nm0719637","/name/nm0719637/","150000000","USD","55520089","USD","195000874","USD","0"
"Southpaw","tt1798684","http://www.imdb.com/title/tt1798684/","2015","7.5","93863","124"," 24 July 2015
(USA)
","Action","Drama","Sport","93863","273","Antoine Fuqua",NA,NA,"Jake Gyllenhaal","nm0350453","/name/nm0350453/","Rachel McAdams","nm1046097","/name/nm1046097/","Oona Laurence","nm4802218","/name/nm4802218/","30000000","USD","16701294","USD","52418902","USD","0"
"Pixels","tt2120120","http://www.imdb.com/title/tt2120120/","2015","5.7","55540","106"," 24 July 2015
(USA)
","Action","Comedy","Sci-Fi","55540","231","Chris Columbus",NA,NA,"Adam Sandler","nm0001191","/name/nm0001191/","Kevin James","nm0416673","/name/nm0416673/","Michelle Monaghan","nm1157358","/name/nm1157358/","88000000","USD","24011616","USD","78747585","USD","0"
"Irrational Man","tt3715320","http://www.imdb.com/title/tt3715320/","2015","6.8","8238","95"," 7 August 2015
(USA)
","Drama","Mystery",NA,"8238","211","Woody Allen","/name/nm0000095","/name/nm0000095/","Joaquin Phoenix","nm0001618","/name/nm0001618/","Emma Stone","nm1297015","/name/nm1297015/","Parker Posey","nm0000205","/name/nm0000205/","
    Opening Weekend:         $175,312        

      (USA)
      (17 July 2015)
    ",NA,"
    Gross:        $4,027,764        

      (USA)
      (30 October 2015)
    ",NA,"
    See more »
  ","NA","0"
"Self/less","tt2140379","http://www.imdb.com/title/tt2140379/","2015","6.5","31178","117"," 10 July 2015
(USA)
","Action","Drama","Mystery","31178","155","Tarsem Singh",NA,NA,"Ryan Reynolds","nm0005351","/name/nm0005351/","Natalie Martinez","nm2358540","/name/nm2358540/","Matthew Goode","nm0328828","/name/nm0328828/","26000000","USD","5379000","USD","12276810","USD","0"
"The Gallows","tt2309260","http://www.imdb.com/title/tt2309260/","2015","4.3","9192","81"," 10 July 2015
(USA)
","Horror","Thriller",NA,"9192","144","Travis Cluff","/name/nm4000389","/name/nm4000389/","Reese Mishler","nm3790547","/name/nm3790547/","Pfeifer Brown","nm6018502","/name/nm6018502/","Ryan Shoos","nm4090362","/name/nm4090362/","100000","USD","10015000","USD","22757819","USD","0"
"Terminator Genisys","tt1340138","http://www.imdb.com/title/tt1340138/","2015","6.7","139059","126"," 1 July 2015
(USA)
","Action","Adventure","Sci-Fi","139059","439","Alan Taylor",NA,NA,"Arnold Schwarzenegger","nm0000216","/name/nm0000216/","Jason Clarke","nm0164809","/name/nm0164809/","Emilia Clarke","nm3592338","/name/nm3592338/","155000000","USD","28700000","USD","89732035","USD","0"
"Magic Mike XXL","tt2268016","http://www.imdb.com/title/tt2268016/","2015","5.8","26270","115"," 1 July 2015
(USA)
","Comedy","Drama","Music","26270","203","Gregory Jacobs",NA,NA,"Channing Tatum","nm1475594","/name/nm1475594/","Joe Manganiello","nm0542133","/name/nm0542133/","Matt Bomer","nm0093589","/name/nm0093589/","14800000","USD","11600000","USD","66009973","USD","0"
"Ant-Man","tt0478970","http://www.imdb.com/title/tt0478970/","2015","7.6","153349","117"," 17 July 2015
(USA)
","Action","Adventure","Sci-Fi","153349","456","Peyton Reed",NA,NA,"Paul Rudd","nm0748620","/name/nm0748620/","Michael Douglas","nm0000140","/name/nm0000140/","Corey Stoll","nm1015684","/name/nm1015684/","130000000","USD","57225526","USD","179750975","USD","0"
"Ted 2","tt2637276","http://www.imdb.com/title/tt2637276/","2015","6.5","68376","115"," 26 June 2015
(USA)
","Comedy",NA,NA,"68376","253","Seth MacFarlane",NA,NA,"Mark Wahlberg","nm0000242","/name/nm0000242/","Seth MacFarlane","nm0532235","/name/nm0532235/","Amanda Seyfried","nm1086543","/name/nm1086543/","68000000","USD","33507870","USD","81257500","USD","0"
"Dark Places","tt2402101","http://www.imdb.com/title/tt2402101/","2015","6.3","17902","113"," 18 June 2015
(USA)
","Drama","Mystery","Thriller","17902","113","Gilles Paquet-Brenner",NA,NA,"Charlize Theron","nm0000234","/name/nm0000234/","Nicholas Hoult","nm0396558","/name/nm0396558/","Christina Hendricks","nm0376716","/name/nm0376716/","
    Production Co:
        
Exclusive Media Group,        
Mandalay Vision,        
Cuatro Plus Films      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Stealing Cars","tt3353060","http://www.imdb.com/title/tt3353060/","2015","7.7","18","94"," 13 June 2015
(USA)
","Drama",NA,NA,"18",NA,"Will Aldis","/name/nm0017620","/name/nm0017620/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        94 min
    ","NA","0"
"Insidious: Chapter 3","tt3195644","http://www.imdb.com/title/tt3195644/","2015","6.2","38976","97"," 5 June 2015
(USA)
","Horror","Thriller",NA,"38976","227","Leigh Whannell","/name/nm1191481","/name/nm1191481/","Dermot Mulroney","nm0000551","/name/nm0000551/","Stefanie Scott","nm2640887","/name/nm2640887/","Angus Sampson","nm0760151","/name/nm0760151/","10000000","USD","22692741","USD","52200504","USD","0"
"San Andreas","tt2126355","http://www.imdb.com/title/tt2126355/","2015","6.2","104000","114"," 29 May 2015
(USA)
","Action","Drama","Thriller","104000","333","Brad Peyton",NA,NA,"Dwayne Johnson","nm0425005","/name/nm0425005/","Carla Gugino","nm0001303","/name/nm0001303/","Alexandra Daddario","nm1275259","/name/nm1275259/","110000000","USD","54588173","USD","155181732","USD","0"
"Entourage","tt1674771","http://www.imdb.com/title/tt1674771/","2015","6.8","43763","104"," 3 June 2015
(USA)
","Comedy",NA,NA,"43763","204","Doug Ellin",NA,NA,"Adrian Grenier","nm0004978","/name/nm0004978/","Kevin Connolly","nm0175305","/name/nm0175305/","Jerry Ferrara","nm1483196","/name/nm1483196/","30000000","USD","10283250","USD","32361416","USD","0"
"Aloha","tt1243974","http://www.imdb.com/title/tt1243974/","2015","5.5","25515","105"," 29 May 2015
(USA)
","Comedy","Drama","Romance","25515","127","Cameron Crowe",NA,NA,"Bradley Cooper","nm0177896","/name/nm0177896/","Rachel McAdams","nm1046097","/name/nm1046097/","Emma Stone","nm1297015","/name/nm1297015/","37000000","USD","9670235","USD","20991497","USD","0"
"Grace of Monaco","tt2095649","http://www.imdb.com/title/tt2095649/","2014","5.6","10814","103"," 25 May 2015
(USA)
","Biography","Drama","Romance","10814","129","Olivier Dahan",NA,NA,"Nicole Kidman","nm0000173","/name/nm0000173/","Tim Roth","nm0000619","/name/nm0000619/","André Penvern","nm0672422","/name/nm0672422/","30000000","USD","
    See more »
  ",NA,"","NA","1"
"Poltergeist","tt1029360","http://www.imdb.com/title/tt1029360/","2015","5.0","32440","93"," 22 May 2015
(USA)
","Horror","Thriller",NA,"32440","248","Gil Kenan","/name/nm1481493","/name/nm1481493/","Sam Rockwell","nm0005377","/name/nm0005377/","Rosemarie DeWitt","nm1679669","/name/nm1679669/","Kennedi Clements","nm4149623","/name/nm4149623/","35000000","USD","22600000","USD","47415690","USD","0"
"The Sea of Trees","tt3450900","http://www.imdb.com/title/tt3450900/","2015","5.4","371","110"," 16 May 2015
(France)
","Drama",NA,NA,"371","32","Gus Van Sant",NA,NA,"Matthew McConaughey","nm0000190","/name/nm0000190/","Naomi Watts","nm0915208","/name/nm0915208/","Katie Aselton","nm1051221","/name/nm1051221/"," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Tomorrowland","tt1964418","http://www.imdb.com/title/tt1964418/","2015","6.5","89839","130"," 22 May 2015
(USA)
","Action","Adventure","Family","89839","420","Brad Bird",NA,NA,"George Clooney","nm0000123","/name/nm0000123/","Britt Robertson","nm1429380","/name/nm1429380/","Hugh Laurie","nm0491402","/name/nm0491402/","190000000","USD","32972000","USD","93417865","USD","0"
"Hot Pursuit","tt2967224","http://www.imdb.com/title/tt2967224/","2015","5.0","25662","87"," 8 May 2015
(USA)
","Action","Comedy","Crime","25662","144","Anne Fletcher",NA,NA,"Reese Witherspoon","nm0000702","/name/nm0000702/","Sofía Vergara","nm0005527","/name/nm0005527/","Matthew Del Negro","nm0215682","/name/nm0215682/","35000000","USD","13942258","USD","34507079","USD","0"
"Mad Max: Fury Road","tt1392190","http://www.imdb.com/title/tt1392190/","2015","8.2","376629","120"," 15 May 2015
(USA)
","Action","Adventure","Sci-Fi","376629","664","George Miller",NA,NA,"Tom Hardy","nm0362766","/name/nm0362766/","Charlize Theron","nm0000234","/name/nm0000234/","Nicholas Hoult","nm0396558","/name/nm0396558/","150000000","USD","44440000","USD","153629485","USD","0"
"Mr. Holmes","tt3168230","http://www.imdb.com/title/tt3168230/","2015","7.0","21319","104"," 24 July 2015
(USA)
","Drama","Mystery",NA,"21319","236","Bill Condon","/name/nm0174374","/name/nm0174374/","Ian McKellen","nm0005212","/name/nm0005212/","Laura Linney","nm0001473","/name/nm0001473/","Hiroyuki Sanada","nm0760796","/name/nm0760796/","
    Opening Weekend:         $2,434,908        

      (USA)
      (17 July 2015)
    ",NA,"
    Gross:        $17,735,503        

      (USA)
      (30 October 2015)
    ",NA,"
    See more »
  ","NA","0"
"The Age of Adaline","tt1655441","http://www.imdb.com/title/tt1655441/","2015","7.2","66364","112"," 24 April 2015
(USA)
","Drama","Fantasy","Romance","66364","207","Lee Toland Krieger",NA,NA,"Blake Lively","nm0515116","/name/nm0515116/","Michiel Huisman","nm0401264","/name/nm0401264/","Harrison Ford","nm0000148","/name/nm0000148/","25000000","USD","13203458","USD","42478175","USD","0"
"A Little Chaos","tt2639254","http://www.imdb.com/title/tt2639254/","2014","6.4","7233","117"," 26 June 2015
(USA)
","Drama","Romance",NA,"7233","117","Alan Rickman","/name/nm0000614","/name/nm0000614/","Kate Winslet","nm0000701","/name/nm0000701/","Alan Rickman","nm0000614","/name/nm0000614/","Stanley Tucci","nm0001804","/name/nm0001804/","
    Opening Weekend:         $181,791        

      (USA)
      (26 June 2015)
    ",NA,"
    Gross:        $551,609        

      (USA)
      (17 July 2015)
    ",NA,"
    See more »
  ","NA","0"
"Maggie","tt1881002","http://www.imdb.com/title/tt1881002/","2015","5.6","23114","95"," 8 May 2015
(USA)
","Drama","Horror","Thriller","23114","237","Henry Hobson",NA,NA,"Arnold Schwarzenegger","nm0000216","/name/nm0000216/","Abigail Breslin","nm1113550","/name/nm1113550/","Joely Richardson","nm0000613","/name/nm0000613/","4500000","USD","131175","USD","131175","USD","0"
"Pitch Perfect 2","tt2848292","http://www.imdb.com/title/tt2848292/","2015","6.6","74222","115"," 15 May 2015
(USA)
","Comedy","Music",NA,"74222","214","Elizabeth Banks","/name/nm0006969","/name/nm0006969/","Anna Kendrick","nm0447695","/name/nm0447695/","Rebel Wilson","nm2313103","/name/nm2313103/","Hailee Steinfeld","nm2794962","/name/nm2794962/","29000000","USD","70300000","USD","183436380","USD","0"
"Good Kill","tt3297330","http://www.imdb.com/title/tt3297330/","2014","6.3","11241","102"," 15 May 2015
(USA)
","Action","Drama","Thriller","11241","154","Andrew Niccol",NA,NA,"Ethan Hawke","nm0000160","/name/nm0000160/","January Jones","nm0005064","/name/nm0005064/","Zoë Kravitz","nm2368789","/name/nm2368789/","
    Opening Weekend:         $1,005        

      (USA)
      (26 June 2015)
    ",NA,"
    Gross:        $316,842        

      (USA)
      (26 June 2015)
    ",NA,"
    See more »
  ","NA","0"
"Mojave","tt2322517","http://www.imdb.com/title/tt2322517/","2015","6.5","196","93"," 18 April 2015
(USA)
","Thriller",NA,NA,"196","2","William Monahan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Specs",NA,"
      Runtime: 
        93 min
    ",NA,"
    Color:
        Color
    ","NA","0"
"Child 44","tt1014763","http://www.imdb.com/title/tt1014763/","2015","6.4","28537","137"," 17 April 2015
(UK)
","Drama","Thriller",NA,"28537","164","Daniel Espinosa","/name/nm1174251","/name/nm1174251/","Tom Hardy","nm0362766","/name/nm0362766/","Gary Oldman","nm0000198","/name/nm0000198/","Noomi Rapace","nm0636426","/name/nm0636426/","50000000","USD","621812","USD","1206135","USD","0"
"Paul Blart: Mall Cop 2","tt3450650","http://www.imdb.com/title/tt3450650/","2015","4.4","18170","94"," 17 April 2015
(USA)
","Action","Comedy","Crime","18170","72","Andy Fickman",NA,NA,"Kevin James","nm0416673","/name/nm0416673/","Raini Rodriguez","nm2263115","/name/nm2263115/","Eduardo Verástegui","nm0895150","/name/nm0895150/","30000000","USD","23762435","USD","71038190","USD","0"
"Avengers: Age of Ultron","tt2395427","http://www.imdb.com/title/tt2395427/","2015","7.6","342899","141"," 1 May 2015
(USA)
","Action","Adventure","Sci-Fi","342899","603","Joss Whedon",NA,NA,"Robert Downey Jr.","nm0000375","/name/nm0000375/","Chris Evans","nm0262635","/name/nm0262635/","Mark Ruffalo","nm0749263","/name/nm0749263/","250000000","USD","191271109","USD","458991599","USD","0"
"Careful What You Wish For","tt1629242","http://www.imdb.com/title/tt1629242/","2015","5.5","2523","91"," 6 May 2015
(Philippines)
","Thriller",NA,NA,"2523",NA,"Elizabeth Allen Rosenbaum",NA,NA,"Dermot Mulroney","nm0000551","/name/nm0000551/","Isabel Lucas","nm1456970","/name/nm1456970/","Graham Rogers","nm4004372","/name/nm4004372/","
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Nightlight","tt2236160","http://www.imdb.com/title/tt2236160/","2015","4.6","839","85"," 27 March 2015
(USA)
","Horror","Thriller",NA,"839","16","Scott Beck","/name/nm1399714","/name/nm1399714/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Gunman","tt2515034","http://www.imdb.com/title/tt2515034/","2015","5.8","21616","115"," 20 March 2015
(USA)
","Action","Crime","Drama","21616","215","Pierre Morel",NA,NA,"Sean Penn","nm0000576","/name/nm0000576/","Idris Elba","nm0252961","/name/nm0252961/","Jasmine Trinca","nm0872910","/name/nm0872910/","40000000","USD","5028702","USD","10640645","USD","0"
"Tracers","tt2401097","http://www.imdb.com/title/tt2401097/","2015","5.6","10839","94"," 20 March 2015
(USA)
","Action","Crime","Drama","10839","80","Daniel Benmayor",NA,NA,"Taylor Lautner","nm1210124","/name/nm1210124/","Marie Avgeropoulos","nm2955595","/name/nm2955595/","Adam Rayner","nm1501374","/name/nm1501374/","11000000","USD","
    See more »
  ",NA,"","NA","0"
"Trainwreck","tt3152624","http://www.imdb.com/title/tt3152624/","2015","6.5","47886","125"," 17 July 2015
(USA)
","Comedy","Romance",NA,"47886","290","Judd Apatow","/name/nm0031976","/name/nm0031976/","Amy Schumer","nm2154960","/name/nm2154960/","Bill Hader","nm0352778","/name/nm0352778/","Brie Larson","nm0488953","/name/nm0488953/","35000000","USD","30097040","USD","110008260","USD","0"
"Furious 7","tt2820852","http://www.imdb.com/title/tt2820852/","2015","7.3","236546","137"," 3 April 2015
(USA)
","Action","Crime","Thriller","236546","408","James Wan",NA,NA,"Vin Diesel","nm0004874","/name/nm0004874/","Paul Walker","nm0908094","/name/nm0908094/","Dwayne Johnson","nm0425005","/name/nm0425005/","190000000","USD","147187040","USD","350034110","USD","0"
"Insurgent","tt2908446","http://www.imdb.com/title/tt2908446/","2015","6.3","114154","119"," 20 March 2015
(USA)
","Adventure","Sci-Fi","Thriller","114154","253","Robert Schwentke",NA,NA,"Shailene Woodley","nm0940362","/name/nm0940362/","Ansel Elgort","nm5052065","/name/nm5052065/","Theo James","nm3772243","/name/nm3772243/","110000000","USD","52263680","USD","129995817","USD","0"
"Get Hard","tt2561572","http://www.imdb.com/title/tt2561572/","2015","6.1","61127","100"," 27 March 2015
(USA)
","Comedy","Crime",NA,"61127","161","Etan Cohen","/name/nm1000113","/name/nm1000113/","Will Ferrell","nm0002071","/name/nm0002071/","Kevin Hart","nm0366389","/name/nm0366389/","Alison Brie","nm1555340","/name/nm1555340/","40000000","USD","33803253","USD","90353764","USD","0"
"Lost River","tt2366608","http://www.imdb.com/title/tt2366608/","2014","5.8","8570","95"," 10 April 2015
(USA)
","Drama","Fantasy","Mystery","8570","179","Ryan Gosling",NA,NA,"Christina Hendricks","nm0376716","/name/nm0376716/","Iain De Caestecker","nm0207691","/name/nm0207691/","Matt Smith","nm1741002","/name/nm1741002/","
    Opening Weekend:         $20,828        

      (USA)
      (10 April 2015)
    ",NA,"
    Gross:        $43,282        

      (USA)
      (24 April 2015)
    ",NA,"
    See more »
  ","NA","0"
